Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Density Value (g / ml),Density Uncertainty (g / ml),Source
6552,298.15,101.3,Liquid,2,OCCO,Solvent,0.225,,CCCCO,Solvent,0.775,,0.60308,,,,10.1021/je030207i
6497,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2297,,Cc1ccccc1N,Solvent,0.7703,,,,0.9734540000000002,,10.1016/j.tca.2011.06.020
6498,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2379,,Cc1ccccc1N,Solvent,0.7621,,-0.3658,,,,10.1021/je1005196
6499,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4901,,Cc1ccccc1N,Solvent,0.5099,,-0.5715,,,,10.1021/je1005196
6500,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.741,,Cc1ccccc1N,Solvent,0.259,,-0.4892,,,,10.1021/je1005196
6501,298.15,101.0,Liquid,2,CNC=O,Solvent,0.5198,,Cc1ccccc1N,Solvent,0.4802,,,,1.0015600000000002,,10.1016/j.tca.2011.06.020
6502,298.15,101.0,Liquid,2,CNC=O,Solvent,0.2756,,Cc1ccccc1N,Solvent,0.7244,,,,0.9991050000000002,,10.1016/j.tca.2011.06.020
6503,308.15,101.0,Liquid,2,CNC=O,Solvent,0.7211,,Cc1ccccc1N,Solvent,0.2789,,,,0.9935880000000002,,10.1016/j.tca.2011.06.020
6504,308.15,101.0,Liquid,2,CNC=O,Solvent,0.7214,,Cc1ccccc1N,Solvent,0.2786,,-0.6685,,,,10.1016/j.tca.2011.06.020
6505,308.15,101.0,Liquid,2,CNC=O,Solvent,0.5189,,Cc1ccccc1N,Solvent,0.4811,,-0.7563,,,,10.1016/j.tca.2011.06.020
6506,308.15,101.0,Liquid,2,CNC=O,Solvent,0.2174,,Cc1ccccc1N,Solvent,0.7826,,-0.4044,,,,10.1016/j.tca.2011.06.020
6507,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2633,,CNC=O,Solvent,0.7367,,,,0.9563590000000004,,10.1016/j.tca.2011.06.020
6508,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5122,,CNC=O,Solvent,0.4878,,,,0.9250360000000002,,10.1016/j.tca.2011.06.020
6509,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7315,,CNC=O,Solvent,0.2685,,,,0.9023610000000002,,10.1016/j.tca.2011.06.020
6510,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2254,,CNC=O,Solvent,0.7746,,0.1556,,,,10.1016/j.tca.2011.06.020
6511,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5114,,CNC=O,Solvent,0.4886,,0.3231,,,,10.1016/j.tca.2011.06.020
6512,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7576,,CNC=O,Solvent,0.2424,,0.2521,,,,10.1016/j.tca.2011.06.020
6513,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4793,,CCCCCC,Solvent,0.5207,,,,0.7105500000000001,,10.1016/j.jct.2005.02.006
6514,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2343,,CCCCCC,Solvent,0.7657,,,,0.6838300000000002,,10.1016/j.jct.2005.02.006
6515,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7543,,CCCCCC,Solvent,0.2457,,,,0.7392000000000002,,10.1007/s10765-005-5572-8
6516,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.219,,CCCCCC,Solvent,0.781,,0.1264,,,,10.1016/j.jct.2008.12.004
6517,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4832,,CCCCCC,Solvent,0.5168,,0.2144,,,,10.1016/j.jct.2008.12.004
6518,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7255,,CCCCCC,Solvent,0.2745,,0.199,,,,10.1016/j.jct.2008.12.004
6519,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2498,,CCCCCCCC,Solvent,0.7502,,,,0.7110900000000002,,10.1016/j.jct.2005.02.006
6520,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4777,,CCCCCCCC,Solvent,0.5223,,,,0.7250300000000002,,10.1016/j.jct.2005.02.006
6521,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7961,,CCCCCCCC,Solvent,0.2039,,,,0.7509700000000002,,10.1016/j.jct.2005.02.006
6522,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7513,,CCCCCCCC,Solvent,0.2487,,0.23,,,,10.1016/j.fluid.2006.03.020
6523,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.5324,,CCCCCCCC,Solvent,0.4676,,0.258,,,,10.1016/j.fluid.2006.03.020
6524,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2744,,CCCCCCCC,Solvent,0.7256,,0.18,,,,10.1016/j.fluid.2006.03.020
6525,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.73596,,CCO,Solvent,0.26404,,,,0.6967900000000001,,10.1016/j.jct.2011.06.021
6526,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.49374,,CCO,Solvent,0.50626,,,,0.7110500000000001,,10.1016/j.jct.2011.06.021
6527,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.0824,,CCO,Solvent,0.9176,,,,0.7605800000000003,,10.1021/je9001416
6528,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7617,,CCO,Solvent,0.2383,,0.634022,,,,10.1021/je7005743
6529,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5158,,CCO,Solvent,0.4842,,0.638973,,,,10.1021/je7005743
6530,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.0815,,CCO,Solvent,0.9185,,0.197762,,,,10.1021/je7005743
6531,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4996,,c1ccccc1,Solvent,0.5004,,,,0.8136000000000002,,10.1021/je900468u
6532,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2498,,c1ccccc1,Solvent,0.7502,,,,0.8405780000000002,,10.1016/j.tca.2012.04.002
6533,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7323,,c1ccccc1,Solvent,0.2677,,,,0.7929200000000002,,10.1016/j.tca.2012.04.002
6534,298.2,100.0,Liquid,2,C1CCCCC1,Solvent,0.7668,,c1ccccc1,Solvent,0.2332,,0.5517,,,,10.1016/j.jct.2014.05.020
6535,298.2,100.0,Liquid,2,C1CCCCC1,Solvent,0.5012,,c1ccccc1,Solvent,0.4988,,0.7893,,,,10.1016/j.jct.2014.05.020
6536,298.2,100.0,Liquid,2,C1CCCCC1,Solvent,0.2606,,c1ccccc1,Solvent,0.7394,,0.6282,,,,10.1016/j.jct.2014.05.020
6537,298.15,100.0,Liquid,2,C1CCCCC1,Solvent,0.7622,,C1CCOCC1,Solvent,0.2378,,,,0.7952000000000002,,10.1016/j.jct.2014.06.030
6538,298.15,100.0,Liquid,2,C1CCCCC1,Solvent,0.5018,,C1CCOCC1,Solvent,0.4982,,,,0.8211500000000002,,10.1016/j.jct.2014.06.030
6539,298.15,100.0,Liquid,2,C1CCCCC1,Solvent,0.2659,,C1CCOCC1,Solvent,0.7341,,,,0.8470300000000002,,10.1016/j.jct.2014.06.030
6540,308.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7266,,C1CCOCC1,Solvent,0.2734,,0.4424,,,,10.1016/j.tca.2010.03.028
6541,308.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2471,,C1CCOCC1,Solvent,0.7529,,0.3613,,,,10.1016/j.tca.2010.03.028
6542,308.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.499,,C1CCOCC1,Solvent,0.501,,0.526,,,,10.1021/je900077g
6543,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7506,,CCOC=O,Solvent,0.2494,,,,1.8698300000000003,,10.1016/j.jct.2005.07.009
6544,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.5107,,CCOC=O,Solvent,0.4893,,,,1.5742900000000004,,10.1016/j.jct.2005.07.009
6545,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.2825,,CCOC=O,Solvent,0.7175,,,,1.2851500000000005,,10.1016/j.jct.2005.07.009
6546,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7346,,CCOC=O,Solvent,0.2654,,0.3604,,,,10.1016/j.jct.2005.07.009
6547,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.503,,CCOC=O,Solvent,0.497,,0.404,,,,10.1016/j.jct.2005.07.009
6548,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.2475,,CCOC=O,Solvent,0.7525,,0.2492,,,,10.1016/j.jct.2005.07.009
6549,298.15,101.0,Liquid,2,CCCCO,Solvent,0.75098,,OCCO,Solvent,0.24902,,,,0.8572100000000002,,10.1021/je700580g
6550,298.15,101.0,Liquid,2,CCCCO,Solvent,0.46528,,OCCO,Solvent,0.53472,,,,0.9322200000000004,,10.1021/je700580g
6551,298.15,101.0,Liquid,2,CCCCO,Solvent,0.2247,,OCCO,Solvent,0.7753,,,,1.0138600000000002,,10.1021/je700580g
6553,298.15,101.3,Liquid,2,CCCCO,Solvent,0.4776,,OCCO,Solvent,0.5224,,0.73252,,,,10.1021/je030207i
6554,298.15,101.3,Liquid,2,CCCCO,Solvent,0.2473,,OCCO,Solvent,0.7527,,0.55438,,,,10.1021/je030207i
6555,298.15,101.0,Liquid,2,NCCO,Solvent,0.78535,,c1ccncc1,Solvent,0.21465,,,,1.002592,,10.1021/je400184t
6556,298.15,101.0,Liquid,2,NCCO,Solvent,0.55864,,c1ccncc1,Solvent,0.44136,,,,0.9936870000000002,,10.1021/je400184t
6557,298.15,101.0,Liquid,2,NCCO,Solvent,0.21001,,c1ccncc1,Solvent,0.78999,,,,0.9825660000000004,,10.1021/je400184t
6558,298.15,101.0,Liquid,2,NCCO,Solvent,0.74678,,c1ccncc1,Solvent,0.25322,,0.612,,,,10.1021/je400184t
6559,298.15,101.0,Liquid,2,NCCO,Solvent,0.55936,,c1ccncc1,Solvent,0.44064,,0.824,,,,10.1021/je400184t
6560,298.15,101.0,Liquid,2,NCCO,Solvent,0.24812,,c1ccncc1,Solvent,0.75188,,0.779,,,,10.1021/je400184t
6561,298.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.67,,c1ccncc1,Solvent,0.33,,,,1.0161020000000005,,10.1021/je400184t
6562,298.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.47353,,c1ccncc1,Solvent,0.52647,,,,1.0044450000000005,,10.1021/je400184t
6563,298.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.23126,,c1ccncc1,Solvent,0.76874,,,,0.9906030000000002,,10.1021/je400184t
6564,298.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.23061,,c1ccncc1,Solvent,0.76939,,-0.032,,,,10.1021/je400184t
6565,298.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.66958,,c1ccncc1,Solvent,0.33042,,-0.12,,,,10.1021/je400184t
6566,298.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.47376,,c1ccncc1,Solvent,0.52624,,-0.093,,,,10.1021/je400184t
6567,293.15,101.325,Liquid,2,Cc1cccnc1,Solvent,0.225,,O,Solvent,0.775,,,,0.9921000000000002,,10.1016/j.jct.2004.11.009
6568,293.15,101.325,Liquid,2,Cc1cccnc1,Solvent,0.5,,O,Solvent,0.5,,,,0.9797000000000002,,10.1016/j.jct.2004.11.009
6569,293.15,101.325,Liquid,2,Cc1cccnc1,Solvent,0.7,,O,Solvent,0.3,,,,0.9690000000000002,,10.1016/j.jct.2004.11.009
6570,298.15,101.0,Liquid,2,CC(=O)c1ccccc1,Solvent,0.2517,,CC(C)O,Solvent,0.7483,,,,0.8654400000000002,,10.1021/je9005823
6571,298.15,101.0,Liquid,2,CC(=O)c1ccccc1,Solvent,0.5345,,CC(C)O,Solvent,0.4655,,,,0.9375600000000002,,10.1021/je9005823
6572,298.15,101.0,Liquid,2,CC(=O)c1ccccc1,Solvent,0.7561,,CC(C)O,Solvent,0.2439,,,,0.9823500000000004,,10.1021/je9005823
6573,298.15,100.0,Liquid,2,CC(=O)c1ccccc1,Solvent,0.2001,,CC(C)O,Solvent,0.7999,,1.1352,,,,10.1021/je7006633
6574,298.15,100.0,Liquid,2,CC(=O)c1ccccc1,Solvent,0.4996,,CC(C)O,Solvent,0.5004,,1.5703,,,,10.1021/je7006633
6575,298.15,100.0,Liquid,2,CC(=O)c1ccccc1,Solvent,0.7006,,CC(C)O,Solvent,0.2994,,1.3758,,,,10.1021/je7006633
6576,298.15,101.0,Liquid,2,C1COCO1,Solvent,0.7266,,Cc1ccccc1Cl,Solvent,0.2734,,,,1.0652000000000004,,10.1021/je400722h
6577,298.15,101.0,Liquid,2,C1COCO1,Solvent,0.5169,,Cc1ccccc1Cl,Solvent,0.4831,,,,1.0694000000000004,,10.1021/je400722h
6578,308.15,101.0,Liquid,2,C1COCO1,Solvent,0.2685,,Cc1ccccc1Cl,Solvent,0.7315,,,,1.0630000000000002,,10.1021/je400722h
6579,308.15,101.0,Liquid,2,C1COCO1,Solvent,0.7604,,Cc1ccccc1Cl,Solvent,0.2396,,0.313,,,,10.1021/je400722h
6580,308.15,101.0,Liquid,2,C1COCO1,Solvent,0.5009,,Cc1ccccc1Cl,Solvent,0.4991,,0.393,,,,10.1021/je400722h
6581,308.15,101.0,Liquid,2,C1COCO1,Solvent,0.2679,,Cc1ccccc1Cl,Solvent,0.7321,,0.272,,,,10.1021/je400722h
6582,298.15,101.0,Liquid,2,C1COCCO1,Solvent,0.5136,,Cc1ccccc1Cl,Solvent,0.4864,,,,1.0536,,10.1021/je400722h
6583,298.15,101.0,Liquid,2,C1COCCO1,Solvent,0.2263,,Cc1ccccc1Cl,Solvent,0.7737,,,,1.0674000000000003,,10.1021/je400722h
6584,308.15,101.0,Liquid,2,C1COCCO1,Solvent,0.8357,,Cc1ccccc1Cl,Solvent,0.1643,,,,1.0256,,10.1021/je400722h
6585,308.15,101.0,Liquid,2,C1COCCO1,Solvent,0.8357,,Cc1ccccc1Cl,Solvent,0.1643,,0.244,,,,10.1021/je400722h
6586,308.15,101.0,Liquid,2,C1COCCO1,Solvent,0.4912,,Cc1ccccc1Cl,Solvent,0.5088,,0.356,,,,10.1021/je400722h
6587,308.15,101.0,Liquid,2,C1COCCO1,Solvent,0.2462,,Cc1ccccc1Cl,Solvent,0.7538,,0.206,,,,10.1021/je400722h
6588,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7658,,Cc1ccccc1Cl,Solvent,0.2342,,,,0.9336500000000002,,10.1021/je400722h
6589,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4784,,Cc1ccccc1Cl,Solvent,0.5216,,,,0.9931600000000002,,10.1021/je400722h
6590,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2263,,Cc1ccccc1Cl,Solvent,0.7737,,,,1.0396,,10.1021/je400722h
6591,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7533,,Cc1ccccc1Cl,Solvent,0.2467,,-0.154,,,,10.1021/je400722h
6592,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5175,,Cc1ccccc1Cl,Solvent,0.4825,,-0.22,,,,10.1021/je400722h
6593,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2632,,Cc1ccccc1Cl,Solvent,0.7368,,-0.175,,,,10.1021/je400722h
6594,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2415,,c1ccncc1,Solvent,0.7585,,,,0.9525650000000004,,10.1016/j.tca.2011.02.002
6595,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5364,,c1ccncc1,Solvent,0.4636,,,,0.9124250000000002,,10.1016/j.tca.2011.02.002
6596,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7336,,c1ccncc1,Solvent,0.2664,,,,0.8933350000000002,,10.1016/j.tca.2011.02.002
6597,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2915,,c1ccncc1,Solvent,0.7085,,0.0898,,,,10.1016/j.tca.2011.02.002
6598,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5363,,c1ccncc1,Solvent,0.4637,,0.1573,,,,10.1016/j.tca.2011.02.002
6599,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7344,,c1ccncc1,Solvent,0.2656,,0.1564,,,,10.1016/j.tca.2011.02.002
6600,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2373,,Cc1ccccn1,Solvent,0.7627,,,,0.9261620000000004,,10.1016/j.tca.2011.02.002
6601,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4916,,Cc1ccccn1,Solvent,0.5084,,,,0.910915,,10.1016/j.tca.2011.02.002
6602,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.8219,,Cc1ccccn1,Solvent,0.1781,,,,0.8802920000000002,,10.1016/j.tca.2011.02.002
6603,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2683,,Cc1ccccn1,Solvent,0.7317,,0.1057,,,,10.1016/j.tca.2011.02.002
6604,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4822,,Cc1ccccn1,Solvent,0.5178,,0.1728,,,,10.1016/j.tca.2011.02.002
6605,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.8216,,Cc1ccccn1,Solvent,0.1784,,0.1352,,,,10.1016/j.tca.2011.02.002
6606,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2461,,Cc1cccnc1,Solvent,0.7539,,,,0.9348570000000002,,10.1016/j.tca.2011.02.002
6607,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4827,,Cc1cccnc1,Solvent,0.5173,,,,0.9179640000000002,,10.1016/j.tca.2011.02.002
6608,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7568,,Cc1cccnc1,Solvent,0.2432,,,,0.8976640000000002,,10.1016/j.tca.2011.02.002
6609,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2732,,Cc1cccnc1,Solvent,0.7268,,0.1036,,,,10.1016/j.tca.2011.02.002
6610,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4803,,Cc1cccnc1,Solvent,0.5197,,0.1271,,,,10.1016/j.tca.2011.02.002
6611,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7355,,Cc1cccnc1,Solvent,0.2645,,0.0924,,,,10.1016/j.tca.2011.02.002
6612,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2536,,Cc1ccncc1,Solvent,0.7464,,,,0.9329390000000002,,10.1016/j.tca.2011.02.002
6613,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4913,,Cc1ccncc1,Solvent,0.5087,,,,0.9162950000000002,,10.1016/j.tca.2011.02.002
6614,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.8263,,Cc1ccncc1,Solvent,0.1737,,,,0.8827950000000002,,10.1016/j.tca.2011.02.002
6615,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2416,,Cc1ccncc1,Solvent,0.7584,,0.0975,,,,10.1016/j.tca.2011.02.002
6616,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4834,,Cc1ccncc1,Solvent,0.5166,,0.1741,,,,10.1016/j.tca.2011.02.002
6617,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.8262,,Cc1ccncc1,Solvent,0.1738,,0.0948,,,,10.1016/j.tca.2011.02.002
6618,298.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.2004,,Cc1ccccc1,Solvent,0.7996,,,,0.8299700000000002,,10.1016/j.fluid.2008.06.019
6619,298.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.5003,,Cc1ccccc1,Solvent,0.4997,,,,0.7849200000000002,,10.1016/j.fluid.2008.06.019
6620,298.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.7004,,Cc1ccccc1,Solvent,0.2996,,,,0.7573100000000001,,10.1016/j.fluid.2008.06.019
6621,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.228,,Cc1ccccc1,Solvent,0.772,,0.0593,,,,10.1016/j.fluid.2007.03.017
6622,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.455,,Cc1ccccc1,Solvent,0.545,,0.0323,,,,10.1016/j.fluid.2007.03.017
6623,303.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.752,,Cc1ccccc1,Solvent,0.248,,-0.0091,,,,10.1016/j.fluid.2007.03.017
6624,298.15,101.3,Liquid,2,CC(C)OC(C)C,Solvent,0.8082,,CCCCCl,Solvent,0.1918,,,,0.7440910000000002,,10.1007/s10765-010-0737-5
6625,298.15,101.3,Liquid,2,CC(C)OC(C)C,Solvent,0.484,,CCCCCl,Solvent,0.516,,,,0.7925060000000002,,10.1007/s10765-010-0737-5
6626,298.15,101.3,Liquid,2,CC(C)OC(C)C,Solvent,0.2846,,CCCCCl,Solvent,0.7154,,,,0.8263210000000002,,10.1007/s10765-010-0737-5
6627,298.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.7274,,CCCCCl,Solvent,0.2726,,-0.0732,,,,10.1016/j.fluid.2011.06.001
6628,298.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.4547,,CCCCCl,Solvent,0.5453,,-0.0954,,,,10.1016/j.fluid.2011.06.001
6629,298.15,101.0,Liquid,2,CC(C)OC(C)C,Solvent,0.2727,,CCCCCl,Solvent,0.7273,,-0.0785,,,,10.1016/j.fluid.2011.06.001
6630,298.15,101.3,Liquid,2,CC(C)CCl,Solvent,0.5137,,CC(C)OC(C)C,Solvent,0.4863,,,,0.7878250000000002,,10.1007/s10765-010-0737-5
6631,298.15,101.3,Liquid,2,CC(C)CCl,Solvent,0.8059,,CC(C)OC(C)C,Solvent,0.1941,,,,0.8355300000000002,,10.1007/s10765-010-0737-5
6632,298.15,101.0,Liquid,2,CC(C)CCl,Solvent,0.091,,CC(C)OC(C)C,Solvent,0.909,,,,0.7293950000000001,,10.1021/je100765j
6633,298.15,101.0,Liquid,2,CC(C)CCl,Solvent,0.0907,,CC(C)OC(C)C,Solvent,0.9093,,-0.0302,,,,10.1016/j.fluid.2011.06.001
6634,298.15,101.0,Liquid,2,CC(C)CCl,Solvent,0.5453,,CC(C)OC(C)C,Solvent,0.4547,,-0.0957,,,,10.1016/j.fluid.2011.06.001
6635,298.15,101.0,Liquid,2,CC(C)CCl,Solvent,0.727,,CC(C)OC(C)C,Solvent,0.273,,-0.0791,,,,10.1016/j.fluid.2011.06.001
6636,298.15,101.3,Liquid,2,CC(C)(C)Cl,Solvent,0.1991,,CC(C)OC(C)C,Solvent,0.8009,,,,0.7376660000000003,,10.1007/s10765-010-0737-5
6637,298.15,101.3,Liquid,2,CC(C)(C)Cl,Solvent,0.5148,,CC(C)OC(C)C,Solvent,0.4852,,,,0.7723510000000002,,10.1007/s10765-010-0737-5
6638,298.15,101.3,Liquid,2,CC(C)(C)Cl,Solvent,0.7152,,CC(C)OC(C)C,Solvent,0.2848,,,,0.7971450000000002,,10.1007/s10765-010-0737-5
6639,298.15,101.0,Liquid,2,CC(C)(C)Cl,Solvent,0.2192,,CC(C)OC(C)C,Solvent,0.7808,,0.007,,,,10.1016/j.fluid.2011.06.001
6640,298.15,101.0,Liquid,2,CC(C)(C)Cl,Solvent,0.5512,,CC(C)OC(C)C,Solvent,0.4488,,0.0071,,,,10.1016/j.fluid.2011.06.001
6641,298.15,101.0,Liquid,2,CC(C)(C)Cl,Solvent,0.7747,,CC(C)OC(C)C,Solvent,0.2253,,0.0035,,,,10.1016/j.fluid.2011.06.001
6642,298.15,101.0,Liquid,2,Cc1ccncc1,Solvent,0.225,,O,Solvent,0.775,,,,0.9848000000000002,,10.1021/je8008182
6643,298.15,101.0,Liquid,2,Cc1ccncc1,Solvent,0.5,,O,Solvent,0.5,,,,0.9704000000000004,,10.1021/je8008182
6644,298.15,101.0,Liquid,2,Cc1ccncc1,Solvent,0.75,,O,Solvent,0.25,,,,0.9614000000000004,,10.1021/je8008182
6645,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.6997,,C1COCCO1,Solvent,0.3003,,,,0.8305800000000002,,10.1016/j.jct.2005.09.004
6646,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4994,,C1COCCO1,Solvent,0.5006,,,,0.8769800000000002,,10.1016/j.jct.2005.09.004
6647,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2972,,C1COCCO1,Solvent,0.7028,,,,0.9312200000000004,,10.1016/j.jct.2005.09.004
6648,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7442,,C1COCCO1,Solvent,0.2558,,1.262,,,,10.1016/j.fluid.2006.03.020
6649,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4928,,C1COCCO1,Solvent,0.5072,,1.588,,,,10.1016/j.fluid.2006.03.020
6650,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2394,,C1COCCO1,Solvent,0.7606,,1.124,,,,10.1016/j.fluid.2006.03.020
6651,298.15,100.0,Liquid,2,C1CCOCC1,Solvent,0.2471,,O=C1CCCCC1,Solvent,0.7529,,,,0.9305900000000004,,10.1021/acs.jced.6b00606
6652,298.15,100.0,Liquid,2,C1CCOCC1,Solvent,0.5009,,O=C1CCCCC1,Solvent,0.4991,,,,0.9160300000000002,,10.1021/acs.jced.6b00606
6653,298.15,100.0,Liquid,2,C1CCOCC1,Solvent,0.7389,,O=C1CCCCC1,Solvent,0.2611,,,,0.9000800000000002,,10.1021/acs.jced.6b00606
6654,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.25,,O=C1CCCCC1,Solvent,0.75,,0.05827,,,,10.1021/je025649t
6655,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5,,O=C1CCCCC1,Solvent,0.5,,0.08658,,,,10.1021/je025649t
6656,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.75,,O=C1CCCCC1,Solvent,0.25,,0.07698,,,,10.1021/je025649t
6657,298.15,100.0,Liquid,2,C1COCCO1,Solvent,0.2523,,O=C1CCCCC1,Solvent,0.7477,,,,0.9594500000000002,,10.1021/acs.jced.6b00606
6658,298.15,100.0,Liquid,2,C1COCCO1,Solvent,0.4875,,O=C1CCCCC1,Solvent,0.5125,,,,0.9775400000000002,,10.1021/acs.jced.6b00606
6659,298.15,100.0,Liquid,2,C1COCCO1,Solvent,0.7682,,O=C1CCCCC1,Solvent,0.2318,,,,1.0030000000000003,,10.1021/acs.jced.6b00606
6660,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.25,,O=C1CCCCC1,Solvent,0.75,,0.20076,,,,10.1021/je034037l
6661,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.5,,O=C1CCCCC1,Solvent,0.5,,0.28584,,,,10.1021/je034037l
6662,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.75,,O=C1CCCCC1,Solvent,0.25,,0.23662,,,,10.1021/je034037l
6663,298.15,100.0,Liquid,2,C1COCCO1,Solvent,0.2555,,O=C1CCCCCC1,Solvent,0.7445,,,,0.9616800000000002,,10.1021/acs.jced.6b00606
6664,298.15,100.0,Liquid,2,C1COCCO1,Solvent,0.7489,,O=C1CCCCCC1,Solvent,0.2511,,,,0.9994100000000002,,10.1021/acs.jced.6b00606
